PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
AT01;PARTY;5;EPP;CONSTITUTIVE;2024-07-23 11:07
AT02;PARTY;5;SD;CONSTITUTIVE;2024-07-23 11:07
AT03;PARTY;6;PfE;CONSTITUTIVE;2024-07-23 11:07
AT04;PARTY;2;GREENSEFA;CONSTITUTIVE;2024-07-23 11:07
AT05;PARTY;2;Renew;CONSTITUTIVE;2024-07-23 11:07
