PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
CY01;PARTY;24.78;OFFICIAL;2024-07-15 17:47
CY02;PARTY;21.49;OFFICIAL;2024-07-15 17:47
CY03;PARTY;9.72;OFFICIAL;2024-07-15 17:47
CY04;PARTY;5.07;OFFICIAL;2024-07-15 17:47
CY05;PARTY;11.19;OFFICIAL;2024-07-15 17:47
CY10;PARTY;19.36;OFFICIAL;2024-07-15 17:47
CY90;PARTY;8.39;OFFICIAL;2024-07-15 17:47
