PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
HU01;COALITION;11;;CONSTITUTIVE;2024-07-23 11:07
HU12;PARTY;10;PfE;CONSTITUTIVE;2024-07-23 11:07
HU13;PARTY;1;PfE;CONSTITUTIVE;2024-07-23 11:07
HU04;PARTY;1;ESN;CONSTITUTIVE;2024-07-23 11:07
HU08;PARTY;7;EPP;CONSTITUTIVE;2024-07-23 11:07
HU09;COALITION;2;;CONSTITUTIVE;2024-07-23 11:07
HU14;PARTY;2;SD;CONSTITUTIVE;2024-07-23 11:07
