PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
IE01;PARTY;4;EPP;CONSTITUTIVE;2024-07-16 12:32
IE02;PARTY;4;Renew;CONSTITUTIVE;2024-07-16 12:32
IE03;PARTY;1;Renew;CONSTITUTIVE;2024-07-16 12:32
IE03;PARTY;1;Theleft;CONSTITUTIVE;2024-07-16 12:32
IE04;PARTY;2;Theleft;CONSTITUTIVE;2024-07-16 12:32
IE06;PARTY;1;SD;CONSTITUTIVE;2024-07-16 12:32
IE13;COALITION;1;;CONSTITUTIVE;2024-07-16 12:32
IE14;PARTY;1;Renew;CONSTITUTIVE;2024-07-16 12:32
