PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LV01;PARTY;2;EPP;CONSTITUTIVE;2024-07-23 11:07
LV02;PARTY;1;SD;CONSTITUTIVE;2024-07-23 11:07
LV03;COALITION;2;;CONSTITUTIVE;2024-07-23 11:07
LV15;PARTY;2;ECR;CONSTITUTIVE;2024-07-23 11:07
LV05;PARTY;1;Renew;CONSTITUTIVE;2024-07-23 11:07
LV07;PARTY;1;ECR;CONSTITUTIVE;2024-07-23 11:07
LV09;PARTY;1;GREENSEFA;CONSTITUTIVE;2024-07-23 11:07
LV10;PARTY;1;PfE;CONSTITUTIVE;2024-07-23 11:07
