PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LT01;PARTY;3;EPP;CONSTITUTIVE;2024-07-15 17:47
LT02;PARTY;2;SD;CONSTITUTIVE;2024-07-15 17:47
LT03;PARTY;1;ECR;CONSTITUTIVE;2024-07-15 17:47
LT05;PARTY;1;Renew;CONSTITUTIVE;2024-07-15 17:47
LT06;PARTY;1;ECR;CONSTITUTIVE;2024-07-15 17:47
LT07;PARTY;1;Renew;CONSTITUTIVE;2024-07-15 17:47
LT09;PARTY;1;GREENSEFA;CONSTITUTIVE;2024-07-15 17:47
LT12;PARTY;1;ESN;CONSTITUTIVE;2024-07-15 17:47
