PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
BE08;PARTY;2;SD;CONSTITUTIVE;2024-07-15 17:47
BE09;PARTY;1;GREENSEFA;CONSTITUTIVE;2024-07-15 17:47
BE10;PARTY;3;Renew;CONSTITUTIVE;2024-07-15 17:47
BE11;PARTY;1;Renew;CONSTITUTIVE;2024-07-15 17:47
BE13;PARTY;1;Theleft;CONSTITUTIVE;2024-07-15 17:47
