PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
MT01;PARTY;3;SD;CONSTITUTIVE;2024-07-15 17:47
MT02;PARTY;3;EPP;CONSTITUTIVE;2024-07-15 17:47
