PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
ES01;COALITION;30.19;FINAL;2024-07-16 12:32
ES02;PARTY;34.21;FINAL;2024-07-16 12:32
ES03;COALITION;4.67;FINAL;2024-07-16 12:32
ES04;PARTY;3.3;FINAL;2024-07-16 12:32
ES05;PARTY;9.63;FINAL;2024-07-16 12:32
ES06;PARTY;2.52;FINAL;2024-07-16 12:32
ES07;COALITION;4.91;FINAL;2024-07-16 12:32
ES08;COALITION;1.63;FINAL;2024-07-16 12:32
ES11;PARTY;4.58;FINAL;2024-07-16 12:32
ES90;PARTY;4.36;FINAL;2024-07-16 12:32
