PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LU01;PARTY;1;Renew;CONSTITUTIVE;2024-07-15 17:47
LU02;PARTY;2;EPP;CONSTITUTIVE;2024-07-15 17:47
LU03;PARTY;1;GREENSEFA;CONSTITUTIVE;2024-07-15 17:47
LU04;PARTY;1;SD;CONSTITUTIVE;2024-07-15 17:47
LU05;PARTY;1;ECR;CONSTITUTIVE;2024-07-15 17:47
