PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
RO01;COALITION;48.55;OFFICIAL;2024-07-16 13:26
RO03;PARTY;6.48;OFFICIAL;2024-07-16 13:26
RO04;COALITION;14.93;OFFICIAL;2024-07-16 13:26
RO06;PARTY;5.03;OFFICIAL;2024-07-16 13:26
RO07;COALITION;8.71;OFFICIAL;2024-07-16 13:26
RO08;PARTY;3.08;OFFICIAL;2024-07-16 13:26
RO90;PARTY;13.22;OFFICIAL;2024-07-16 13:26
